title,date,authors,keyword,Unnamed: 4
Integration of 3.4 nm HfO<inf>2</inf> into the gate stack of MOS<inf>2</inf> and WSe<inf>2</inf> top-gate field-effect transistors,June 2017,Katherine M. Price,"atomic layer deposition,hafnium compounds,high-k dielectric thin films,molybdenum,plasma deposition,thick film devices,thin film transistors,tungsten compounds",
First synthesized WS<inf>2</inf> nanotube and nanoribbon field effect transistors grown by chemical vapor transport,June 2017,Sara Fathipour,"carbon nanotube field effect transistors,chemical vapour deposition,density functional theory,molybdenum compounds,nanoribbons,tungsten compounds,tunnel transistors",
"N-polar GaN MIS-HEMTs on sapphire with a proposed figure of merit f<inf>max</inf>?V<inf>DS, Q</inf> of 9.5THz.V",June 2017,Xun Zheng,"gallium compounds,high electron mobility transistors,III-V semiconductors,millimetre wave field effect transistors,MIS devices,MOCVD,passivation,silicon compounds",
Application of voltage and current transformations of different transformer winding connections in analysis of voltage dips propagation,September 2016,Tomasz Sikorski,"current transformers,matrix algebra,potential transformers,transformer windings",
Small-signal characteristics of graded AlGaN channel PolFETs,June 2017,Sanyam Bajaj,"aluminium compounds,gallium compounds,high electron mobility transistors,III-V semiconductors,semiconductor device models,two-dimensional electron gas",
"1 kV field plated in-situ oxide, GaN interlayer based vertical trench MOSFET (OG-FET)",June 2017,Chirag Gupta,"carrier mobility,gallium compounds,III-V semiconductors,MOCVD,MOSFET,semiconductor device models",
Quantifying substrate removal induced electrothermal degradation in AlGaN/GaN HEMTs,June 2017,Marko J. Tadjer,"aluminium compounds,frequency response,gallium compounds,high electron mobility transistors,III-V semiconductors,silicon,wide band gap semiconductors",
Plasmonic enhancement of photoacoustic signal for sensing applications,June 2017,Digangana Khan,"aluminium compounds,cantilevers,gallium compounds,high electron mobility transistors,III-V semiconductors,piezoelectric transducers,plasmonics,two-dimensional electron gas",
First demonstration of vertical Ga<inf>2</inf>O<inf>3</inf> MOSFET: Planar structure with a current aperture,June 2017,Man Hoi Wong,"gallium compounds,ion implantation,magnesium,MOSFET,semiconductor doping,semiconductor epitaxial layers,semiconductor growth,wide band gap semiconductors",
Cluster analisis of long-term power quality data,September 2016,Micha? Jasi?ski,"data mining,power engineering computing,power supply quality,statistical analysis",
600 V GaN vertical V-trench MOSFET with MBE regrown channel,June 2017,Wenshen Li,"aluminium compounds,annealing,carrier mobility,gallium compounds,III-V semiconductors,isolation technology,MOCVD,MOSFET,power transistors,semiconductor doping,wide band gap semiconductors",
Work function modulation of monolayer MOS<inf>2</inf> doped with 3d transition metals,June 2017,Yi-Chia Tsai,"density functional theory,electrostatics,graphene,molybdenum compounds,semiconductor doping,semiconductor industry,transition metals",
Quantum inspired evolutionary algorithm to improve parameters of neural models on example of polish electricity power exchange,September 2016,Jerzy Tchorzewski,"evolutionary computation,neural nets,power engineering computing,quantum computing",
Band-to-band tunneling limited ambipolar current in black phosphorus MOSFETs,June 2017,Matthew C. Robbins,"MOSFET,Schottky barriers,semiconductor device models,semiconductor doping,tunnelling",
Realizing P-FETs and photodiodes on MoS<inf>2</inf> through area-selective p-doping via vacancy engineering,June 2017,Shubhadeep Bhattacharjee,"argon,field effect transistors,molybdenum compounds,photodiodes,p-n junctions,rectification,semiconductor doping,sulphur",
Gallium selenide (GaSe)-molybdenum disulfide (MOS<inf>2</inf>) van der Waals heterojunction diodes,June 2017,Arnob Islam,"gallium compounds,molybdenum compounds,p-n junctions,semiconductor diodes",
Graphene field effect transistors with optimized contact resistance for current gain,June 2017,W. Wei,"contact resistance,graphene devices,millimetre wave field effect transistors",
A relative navigation sensor for CubeSats based on retro-reflective markers,June 2017,Francesco Sansone,"aerospace navigation,artificial satellites,attitude measurement,infrared detectors,light emitting diodes,position measurement",
Glucose sensing using dual-gated BioFETs with 5nm-thick silicon body,June 2017,Ting Wu,"biosensors,elemental semiconductors,field effect transistors,silicon,sugar",
Development of vacuum calibrarion apparatus for deep space exploration,June 2017,Yuan Zhengnan,"calibration,data acquisition,pressure measurement,temperature control,vacuum gauges",
Identification of the polish power exchange based on the data related to the day-ahead market,September 2016,Jerzy Tchorzewski,"matrix algebra,power markets,power system control,power system identification,state-space methods",
Design and testing of a low-cost extended-range pressure measurement system for aerospace applications,June 2017,Arthur Provost,"aerospace industry,jet engines,mechanical engineering computing,microcontrollers,pressure measurement,sensors",
Graphene-based ion-sensitive field effect transistor,June 2017,Hongmei Li,"biosensors,carrier mobility,chemical sensors,graphene devices,ion sensitive field effect transistors,potassium",
Overview of the research on state-of-the-art measurement sensors for UAV navigation,June 2017,Bartosz Brzozowski,"aircraft navigation,autonomous aerial vehicles,avionics,sensors",
Obstacle detection and ranging sensor integration for a small unmanned aircraft system,June 2017,Umberto Papa,"attitude measurement,autonomous aerial vehicles,distance measurement,entry, descent and landing (spacecraft),helicopters,infrared detectors,microcontrollers,minimisation,sensor fusion",
A random number generator based on insulator-to-metal electronic phase transitions,June 2017,Matthew Jerry,"analogue-digital conversion,cryptography,metal-insulator boundaries,phase transformations,random number generation,thermal noise,vanadium compounds",
An on-orbit calibration method for aerospace hall current sensor,June 2017,You Li,"aerospace instrumentation,calibration,Hall effect transducers",
Magnetic field mapping as a support for UAV indoor navigation system,June 2017,Bartosz Brzozowski,"aircraft navigation,autonomous aerial vehicles,indoor navigation,magnetic fields",
High-performance nanoscale topological inductor,June 2017,Timothy M. Philip,"inductors,topological insulators,voltage regulators",
Internet of Things Based Free Parking Space Management System,April 2017,S.M. Farhad,"computerised instrumentation,Internet of Things,magnetic sensors,optical sensors,temperature sensors,traffic engineering computing,wireless sensor networks",
An Improved Particle Swarm Optimization for Energy-Efficiency Virtual Machine Placement,April 2017,Foudil Abdessamia,"cloud computing,computer centres,particle swarm optimisation,power aware computing,power consumption,virtual machines",
MTCS for Healthcare,April 2017,Yao-Sing Tao,"cloud computing,health care,IEC standards,ISO standards,medical information systems,security of data,Web services",
ModStore: An Instructional HPC-Based Platform for National Science Experiment Big Data Challenge,April 2017,Weiwen Zhang,"Big Data,computer aided instruction,educational institutions,graphical user interfaces,Internet of Things,parallel processing,scientific information systems",
Returning Control of Data to Users with a Personal Information Crunch - A Position Paper,April 2017,Mark A. Will,"authorisation,cryptography,data integrity,data privacy",
Agent-Based SLA Negotiation Protocol for Cloud Computing,April 2017,Ramsha Baig,"cloud computing,contracts,pricing,protocols,Web services",
Korus ? A drone project for visual and IR imaging,June 2017,G. Colombatti,"geographic information systems,geophysical techniques,history",
Low power current sense amplifier based on phase transition material,June 2017,Ahmedullah Aziz,"amplifiers,CMOS analogue integrated circuits,low-power electronics",
Fourier independent component analysis of radar micro-Doppler features,June 2017,P. Addabbo,"array signal processing,Doppler radar,independent component analysis,radar target recognition",
Reconfigurable germanium transistors with low source-drain leakage for secure and energy-efficient doping-free complementary circuits,June 2017,J. Trommer,"CMOS integrated circuits,elemental semiconductors,germanium,integrated circuit design,nanowires",
Distance protection testing in an IEC 61850 environment,September 2016,Jan Ciechanowicz,"IEC standards,relay protection,substation automation,substation protection",
